# Automatic mecA detection and and mecA type prediction,,,,,,,
strain,resistance,mecA,no_of_SCCmec,single_gene_prediction,whole_cassette_prediction,wcp_pident,agreement
1410714_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.64,TRUE
1412683_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.43,TRUE
1280_10025,MSSA,FALSE,0,,,0,TRUE
1280_18513,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.97,TRUE
1280_4540,MSSA,FALSE,0,,,0,TRUE
1280_4421,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.52,TRUE
1409707_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.84,TRUE
1412798_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,TRUE
1418434_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.69,TRUE
1409564_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.51,TRUE
1417058_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,TRUE
1409699_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,TRUE
46170_361,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,TRUE
1280_28641,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.96,TRUE
1280_12460,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.99,TRUE
1418270_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,TRUE
1409773_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89,TRUE
1280_2218,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.58,TRUE
46170_565,MSSA,FALSE,0,,,0,TRUE
1410759_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,TRUE
1280_4003,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,TRUE
1280_23545,MSSA,FALSE,0,,,0,TRUE
1280_6000,MRSA,TRUE,Multiple,SCCmec_type_VI(4B),SCCmec_type_VIII(4A),72.4,FALSE
1280_4694,MRSA,TRUE,1,SCCmec_type_IVb(2B),SCCmec_type_IVb(2B),99.1,TRUE
1417089_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.8,TRUE
1280_17737,MSSA,FALSE,0,,,0,TRUE
1280_4995,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,TRUE
1280_10016,MSSA,FALSE,0,,,0,TRUE
1409465_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.81,TRUE
1410838_3,MRSA,TRUE,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.72,FALSE
1280_3828,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.12,TRUE
1028799_3,MSSA,FALSE,0,,,0,TRUE
1280_4652,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.04,TRUE
1280_4358,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,TRUE
1409703_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.55,TRUE
1280_21640,MSSA,FALSE,0,,,0,TRUE
1412701_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.66,TRUE
1280_3886,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.02,TRUE
1280_11660,MSSA,FALSE,0,,,0,TRUE
1280_17867,MSSA,FALSE,0,,,0,TRUE
46170_500,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.01,TRUE
1280_4693,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89,TRUE
1409779_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.74,TRUE
46170_348,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.76,TRUE
1417208_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.2,TRUE
1421879_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.37,TRUE
1412779_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,TRUE
1409650_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.72,TRUE
1280_16156,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,TRUE
46170_149,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,TRUE
1280_3698,MSSA,FALSE,0,,,0,TRUE
1280_3820,MSSA,FALSE,0,,,0,TRUE
1280_11659,MSSA,FALSE,0,,,0,TRUE
1280_17755,MSSA,FALSE,0,,,0,TRUE
1280_4787,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.09,TRUE
1418426_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.81,TRUE
1280_27477,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.85,TRUE
1410003_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),79.81,TRUE
1417063_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.98,TRUE
1280_3825,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,TRUE
1280_17944,MSSA,FALSE,0,,,0,TRUE
1280_7951,MSSA,FALSE,0,,,0,TRUE
1280_4762,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.87,TRUE
1280_4515,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,TRUE
1418365_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.11,TRUE
1280_4490,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,TRUE
1280_16254,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.11,TRUE
1280_12473,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.77,TRUE
1280_4506,MSSA,FALSE,0,,,0,TRUE
553567_3,MRSA,TRUE,1,SCCmec_type_II(2A),SCCmec_type_II(2A),95.02,TRUE
1280_4541,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.98,TRUE
46170_277,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.9,TRUE
1412784_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.52,TRUE
1417117_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.7,TRUE
1412717_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.59,TRUE
1280_12325,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.89,TRUE
1410777_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,TRUE
1409693_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.12,TRUE
1410743_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.62,TRUE
367830_75,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,TRUE
1280_18042,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),91.12,TRUE
1417170_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.77,TRUE
1418399_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,TRUE
1280_7296,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.61,TRUE
1280_4361,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.75,TRUE
1280_4368,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.71,TRUE
1280_18564,MSSA,FALSE,0,,,0,TRUE
1421897_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,TRUE
1280_28656,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,TRUE
1280_4538,MSSA,FALSE,0,,,0,TRUE
1280_4978,MSSA,FALSE,0,,,0,TRUE
1280_7295,MRSA,TRUE,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),76.77,FALSE
1409517_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.32,TRUE
1412783_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.04,TRUE
1280_12543,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.49,TRUE
1280_3944,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.16,TRUE
1280_12376,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,TRUE
1412795_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,TRUE
46170_106,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.44,TRUE
1412631_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.76,TRUE
1392011_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),83.47,TRUE
1337995_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,TRUE
1417210_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.42,TRUE
1280_12464,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.58,TRUE
1280_16235,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.03,TRUE
1280_4701,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.94,TRUE
1280_4020,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.3,TRUE
1280_4503,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.58,TRUE
1409611_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.4,TRUE
1280_3952,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,TRUE
1280_16046,MSSA,FALSE,0,,,0,TRUE
1280_6196,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),84.66,TRUE
1280_4917,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.97,TRUE
1280_16332,MSSA,FALSE,0,,,0,TRUE
1409652_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,TRUE
1280_11661,MSSA,FALSE,0,,,0,TRUE
1280_3954,MRSA,TRUE,1,SCCmec_type_IVb(2B),SCCmec_type_IVb(2B),99.02,TRUE
1280_4948,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.91,TRUE
1280_11664,MSSA,FALSE,0,,,0,TRUE
1280_3971,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.62,TRUE
1280_4535,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.26,TRUE
1280_3965,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.96,TRUE
1280_18510,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.97,TRUE
1409433_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.8,TRUE
1409514_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,TRUE
1280_10022,MSSA,FALSE,0,,,0,TRUE
1418437_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89,TRUE
1417047_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.66,TRUE
754026_3,MRSA,TRUE,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),91.23,TRUE
1280_3913,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.95,TRUE
1280_11670,MSSA,FALSE,0,,,0,TRUE
1280_4384,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,TRUE
1280_12584,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.8,TRUE
1280_4726,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.93,TRUE
1280_3937,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,TRUE
1280_12489,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,TRUE
1409726_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,TRUE
931442_3,MRSA,TRUE,1,SCCmec_type_II(2A),SCCmec_type_II(2A),97.26,TRUE
1280_3841,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.82,TRUE
1280_25064,MRSA,TRUE,Multiple,SCCmec_type_IV(2B),SCCmec_type_II(2A),52.1,FALSE
1280_28558,MSSA,FALSE,0,,,0,TRUE
1280_3909,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.97,TRUE
1280_9960,MSSA,FALSE,0,,,0,TRUE
1280_4715,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.98,TRUE
1417158_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.57,TRUE
1280_10019,MSSA,FALSE,0,,,0,TRUE
1280_12911,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,TRUE
1409523_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.69,TRUE
1280_12918,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,TRUE
1280_4018,MSSA,FALSE,0,,,0,TRUE
1409386_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.5,TRUE
1280_16438,MSSA,FALSE,0,,,0,TRUE
1421834_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.55,TRUE
1418368_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.96,TRUE
1280_3925,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89,TRUE
1421843_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.6,TRUE
1280_17884,MRSA,TRUE,1,SCCmec_type_I(1B),SCCmec_type_I(1B),86.73,TRUE
1280_17891,MSSA,FALSE,0,,,0,TRUE
1280_4409,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,TRUE
1280_3976,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.91,TRUE
1417177_3,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,TRUE
1280_4030,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,TRUE
1280_12477,MRSA,TRUE,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,TRUE
